fgbg,fg,bg
B87274AB,B872,74AB
0D6574AB,0D65,74AB
468F74AB,468F,74AB
ADF374AB,ADF3,74AB
F7A90014,F7A9,0014
BF2A52BD,BF2A,52BD
152552BD,1525,52BD
BF0AC2CA,BF0A,C2CA
7E43C2CA,7E43,C2CA
780AC2CA,780A,C2CA
80E11E2D,80E1,1E2D
2A311E2D,2A31,1E2D
1E2DF78D,1E2D,F78D
D9CBF78D,D9CB,F78D
F78D9423,F78D,9423
366CB123,366C,B123
18729007,1872,9007
525AED1C,525A,ED1C
BD945226,BD94,5226
E08039CF,E080,39CF
5D7B5226,5D7B,5226
780A5226,780A,5226
39CFD3AB,39CF,D3AB
39CFDCA6,39CF,DCA6
802A517A,802A,517A
7C68D3AB,7C68,D3AB
E080DCA6,E080,DCA6
789E7939,789E,7939
F9D07939,F9D0,7939
79390DF4,7939,0DF4
6B060DF4,6B06,0DF4
CA1D0DF4,CA1D,0DF4
BF05E8FD,BF05,E8FD
A0FAE8FD,A0FA,E8FD
E8FD270C,E8FD,270C
E8FDC027,E8FD,C027
E8FD12A9,E8FD,12A9
9955C027,9955,C027
D39E12A9,D39E,12A9
5BFD564E,5BFD,564E
9A80564E,9A80,564E
77AE564E,77AE,564E
3B0F564E,3B0F,564E
564EB197,564E,B197
A500B197,A500,B197
9ED95376,9ED9,5376
42635376,4263,5376
79215376,7921,5376
B9BD256A,B9BD,256A
AE3D38AA,AE3D,38AA
FEA2256A,FEA2,256A
D1ED38AA,D1ED,38AA
2CD2256A,2CD2,256A
B25638AA,B256,38AA
61D1256A,61D1,256A
38AAF609,38AA,F609
38AAA4D5,38AA,A4D5
5848F609,5848,F609
659AF609,659A,F609
B394F609,B394,F609
6009A4D5,6009,A4D5
9986A4D5,9986,A4D5
A4D5B36E,A4D5,B36E
665DE0EF,665D,E0EF
6A03E0EF,6A03,E0EF
3C15E0EF,3C15,E0EF
E0EFBABC,E0EF,BABC
9E0DBABC,9E0D,BABC
977BBABC,977B,BABC
D8903424,D890,3424
0D65468F,0D65,468F
0D65ADF3,0D65,ADF3
03E3563E,03E3,563E
5AE3563E,5AE3,563E
242D563E,242D,563E
19BA563E,19BA,563E
563E242D,563E,242D
03E3242D,03E3,242D
5AE3242D,5AE3,242D
0FB6242D,0FB6,242D
2CFF242D,2CFF,242D
9D19242D,9D19,242D
19BA242D,19BA,242D
8819BD6D,8819,BD6D
66EA1CD0,66EA,1CD0
67991CD0,6799,1CD0
BD6D2505,BD6D,2505
C2531CD0,C253,1CD0
1CD0FD91,1CD0,FD91
1CD02522,1CD0,2522
1CD037EF,1CD0,37EF
D0292505,D029,2505
6DAB2505,6DAB,2505
FE16FD91,FE16,FD91
D48FFD91,D48F,FD91
F4372505,F437,2505
A0142505,A014,2505
FD78FD91,FD78,FD91
4B6C2505,4B6C,2505
2CFFFD91,2CFF,FD91
422D2522,422D,2522
DE472522,DE47,2522
57112522,5711,2522
9B122522,9B12,2522
A2612522,A261,2522
25222394,2522,2394
2522FCE4,2522,FCE4
FACE37EF,FACE,37EF
64CC37EF,64CC,37EF
F4E837EF,F4E8,37EF
98955893,9895,5893
FCEA2980,FCEA,2980
4E3D5893,4E3D,5893
2980FBB7,2980,FBB7
298021EF,2980,21EF
2980E5EF,2980,E5EF
5893D0A9,5893,D0A9
58936604,5893,6604
1995FBB7,1995,FBB7
58930E41,5893,0E41
2DF2FBB7,2DF2,FBB7
F2B321EF,F2B3,21EF
21EF41B6,21EF,41B6
A58DE5EF,A58D,E5EF
18FFD0A9,18FF,D0A9
9894D0A9,9894,D0A9
E5EFFBA8,E5EF,FBA8
66043BAE,6604,3BAE
6604364D,6604,364D
9AD80E41,9AD8,0E41
51BF0E41,51BF,0E41
A4F70E41,A4F7,0E41
8FA30E41,8FA3,0E41
0E411802,0E41,1802
12BA20F7,12BA,20F7
20F73915,20F7,3915
E8853915,E885,3915
3915C17C,3915,C17C
25160654,2516,0654
806B1DD1,806B,1DD1
47A20654,47A2,0654
4AC41DD1,4AC4,1DD1
0654B121,0654,B121
47A2B121,47A2,B121
BB427B0F,BB42,7B0F
0B797B0F,0B79,7B0F
7B0F1A4F,7B0F,1A4F
FDA71A4F,FDA7,1A4F
05531A4F,0553,1A4F
9276CC85,9276,CC85
E22ECC84,E22E,CC84
8A530746,8A53,0746
2E750746,2E75,0746
A2CAB99A,A2CA,B99A
B99A6D41,B99A,6D41
D78BFDBA,D78B,FDBA
DB574C0A,DB57,4C0A
8CE6FDBA,8CE6,FDBA
E54128FC,E541,28FC
5A730A1E,5A73,0A1E
0A1EC4E5,0A1E,C4E5
0A1E449A,0A1E,449A
0A1EE7AE,0A1E,E7AE
0A1E84B3,0A1E,84B3
0A1EF81E,0A1E,F81E
0A1ED637,0A1E,D637
0A1E1A74,0A1E,1A74
0A1EEE80,0A1E,EE80
5A73D637,5A73,D637
1A74D637,1A74,D637
DBB1D637,DBB1,D637
E912D637,E912,D637
AD84EE80,AD84,EE80
CC624BC3,CC62,4BC3
FDA77842,FDA7,7842
87F87842,87F8,7842
E90C77AE,E90C,77AE
5AB377AE,5AB3,77AE
4CC177AE,4CC1,77AE
77AED94F,77AE,D94F
77AE2157,77AE,2157
77AE9A80,77AE,9A80
77AEE051,77AE,E051
77AEBC2A,77AE,BC2A
BD18D94F,BD18,D94F
A5B2D94F,A5B2,D94F
EE012157,EE01,2157
AE992157,AE99,2157
5BFD9A80,5BFD,9A80
1ABDE051,1ABD,E051
9D98E051,9D98,E051
BC2AE051,BC2A,E051
6279E051,6279,E051
6279BC2A,6279,BC2A
BF26F444,BF26,F444
1525DB6F,1525,DB6F
1525636D,1525,636D
7514636D,7514,636D
37FA636D,37FA,636D
636DF874,636D,F874
636D117F,636D,117F
636D9F76,636D,9F76
636DED86,636D,ED86
636D1AE8,636D,1AE8
636DAF42,636D,AF42
506CE1F1,506C,E1F1
B9C0E1F1,B9C0,E1F1
E1F1EBF6,E1F1,EBF6
E1F11FCE,E1F1,1FCE
E1F12708,E1F1,2708
5FD8EBF6,5FD8,EBF6
8440EBF6,8440,EBF6
8B3BEBF6,8B3B,EBF6
EBF61FCE,EBF6,1FCE
84401FCE,8440,1FCE
6EC02708,6EC0,2708
776A2708,776A,2708
480E2708,480E,2708
2708232C,2708,232C
5F976B06,5F97,6B06
04D0BF2A,04D0,BF2A
E4E395F6,E4E3,95F6
5A82DC47,5A82,DC47
5498DC47,5498,DC47
F8B5DC47,F8B5,DC47
DC476B09,DC47,6B09
FA716B09,FA71,6B09
6B0911CE,6B09,11CE
44C595F6,44C5,95F6
FF9495F6,FF94,95F6
197395F6,1973,95F6
95F6D431,95F6,D431
95F69311,95F6,9311
95F6BB25,95F6,BB25
95F65D7A,95F6,5D7A
95F6427A,95F6,427A
CAF8E22E,CAF8,E22E
67E6E22E,67E6,E22E
37FAE22E,37FA,E22E
E22EDF8E,E22E,DF8E
E22ECBC0,E22E,CBC0
5FC7DF8E,5FC7,DF8E
0508CBC0,0508,CBC0
37FACBC0,37FA,CBC0
CBC05FC7,CBC0,5FC7
C2680155,C268,0155
F2540155,F254,0155
7BB90155,7BB9,0155
2AAB00C1,2AAB,00C1
386A5BFD,386A,5BFD
C7435BFD,C743,5BFD
C5325BFD,C532,5BFD
1C451DEF,1C45,1DEF
8D9A0B9B,8D9A,0B9B
4A410B9B,4A41,0B9B
2D250B9B,2D25,0B9B
F93F13E8,F93F,13E8
9A9C13E8,9A9C,13E8
52FC13E8,52FC,13E8
92FE49A0,92FE,49A0
61CA4A49,61CA,4A49
92FEDF8D,92FE,DF8D
92FE13F3,92FE,13F3
92FEF0E8,92FE,F0E8
92FEB7C9,92FE,B7C9
617B4A49,617B,4A49
92FE440B,92FE,440B
49A0E70B,49A0,E70B
DF8DFAEF,DF8D,FAEF
33E69255,33E6,9255
12239255,1223,9255
326313F3,3263,13F3
0AA29255,0AA2,9255
13F3A25F,13F3,A25F
13F3D898,13F3,D898
13F3D729,13F3,D729
EDB3B7C9,EDB3,B7C9
B7C96E43,B7C9,6E43
92FE804C/7403,92FE,804C/7403
804C/74030CC0,804C/7403,0CC0
440BD995,440B,D995
F211986A,F211,986A
76D2986A,76D2,986A
8F1D986A,8F1D,986A
6EBC986A,6EBC,986A
6921986A,6921,986A
262F780A,262F,780A
7C34EF54,7C34,EF54
D6F0EF54,D6F0,EF54
0FA0EF54,0FA0,EF54
5C6E11CE,5C6E,11CE
11CECBEB,11CE,CBEB
5C6ECBEB,5C6E,CBEB
C6413263,C641,3263
93E83263,93E8,3263
326387C4,3263,87C4
3263F999,3263,F999
A36E87C4,A36E,87C4
7AE887C4,7AE8,87C4
87C46200,87C4,6200
DE79F999,DE79,F999
F999CAB2,F999,CAB2
115A5D7B,115A,5D7B
04885D7B,0488,5D7B
5D7B1E35,5D7B,1E35
5D7BCF44,5D7B,CF44
5D7BBD94,5D7B,BD94
5D7B22DE,5D7B,22DE
83611E35,8361,1E35
1E35A9E4,1E35,A9E4
1E350B80,1E35,0B80
B570CF44,B570,CF44
CF4476AE,CF44,76AE
CCC0BD94,CCC0,BD94
E06BBD94,E06B,BD94
C02E22DE,C02E,22DE
85C222DE,85C2,22DE
22DED0C6,22DE,D0C6
6279AB2B,6279,AB2B
6279D657/AD0A,6279,D657/AD0A
F300AB2B,F300,AB2B
AC6CAB2B,AC6C,AB2B
5F3FAB2B,5F3F,AB2B
37FA2DD6,37FA,2DD6
2DD6637E,2DD6,637E
2DD62A9A,2DD6,2A9A
0374637E,0374,637E
7E022A9A,7E02,2A9A
90D3EE01,90D3,EE01
1AB7EE01,1AB7,EE01
6929EE01,6929,EE01
2D9EEE01,2D9E,EE01
EE01ADD1,EE01,ADD1
6F01ADD1,6F01,ADD1
ADD17A2B,ADD1,7A2B
BA6E9955,BA6E,9955
65249955,6524,9955
99552DBF,9955,2DBF
C3722DBF,C372,2DBF
42BC2DBF,42BC,2DBF
A4F71802,A4F7,1802
8FA31802,8FA3,1802
6AB01802,6AB0,1802
1B562045,1B56,2045
79EC2045,79EC,2045
3A352045,3A35,2045
07DD5711,07DD,5711
16315711,1631,5711
74755711,7475,5711
FBCF5711,FBCF,5711
571160C8,5711,60C8
5711B725,5711,B725
BE1560C8,BE15,60C8
F83B60C8,F83B,60C8
647EB725,647E,B725
B725E42D,B725,E42D
75881DDC,7588,1DDC
CF5B1DDC,CF5B,1DDC
DD76E944,DD76,E944
2586E944,2586,E944
F668E925,F668,E925
E7CC3F1D,E7CC,3F1D
E92541B7,E925,41B7
E44E190B,E44E,190B
7AD13F1D,7AD1,3F1D
1C2541B7,1C25,41B7
010B3F1D,010B,3F1D
7C2F41B7,7C2F,41B7
3F1DE1ED,3F1D,E1ED
41B76870,41B7,6870
41B71C25,41B7,1C25
24B4190B,24B4,190B
7B5E190B,7B5E,190B
4D8D190B,4D8D,190B
8EAA61C7,8EAA,61C7
0AEF93C6,0AEF,93C6
61C751B6,61C7,51B6
80CD93C6,80CD,93C6
61C77C19,61C7,7C19
EE2C51B6,EE2C,51B6
AA1C51B6,AA1C,51B6
7C1951B6,7C19,51B6
81527C19,8152,7C19
EE2C7C19,EE2C,7C19
AA1C7C19,AA1C,7C19
D7AD738C,D7AD,738C
363A738C,363A,738C
4B4E82F4,4B4E,82F4
3A9282F4,3A92,82F4
2E1A82F4,2E1A,82F4
82F467AA,82F4,67AA
82F49013,82F4,9013
0B928163,0B92,8163
817F8163,817F,8163
DF6BB784,DF6B,B784
2E43B784,2E43,B784
55345A05,5534,5A05
55342964,5534,2964
55340719,5534,0719
B2C35A05,B2C3,5A05
70685A05,7068,5A05
33B65A05,33B6,5A05
20145A05,2014,5A05
84C65A05,84C6,5A05
82B35A05,82B3,5A05
29645A05,2964,5A05
D4692964,D469,2964
296484C6,2964,84C6
0719B7EA,0719,B7EA
07190A2C,0719,0A2C
0719FF47,0719,FF47
0719E1B4,0719,E1B4
FF3DFFFB,FF3D,FFFB
9AAFC890,9AAF,C890
4D892638,4D89,2638
4D89C6D7,4D89,C6D7
2638C6B2,2638,C6B2
1128C6D7,1128,C6D7
3F4AC6D7,3F4A,C6D7
17C8C6D7,17C8,C6D7
9B68C6D7,9B68,C6D7
C3BCC6D7,C3BC,C6D7
47AFC6D7,47AF,C6D7
0776C6D7,0776,C6D7
8F54C6D7,8F54,C6D7
E2E0C6D7,E2E0,C6D7
91678888,9167,8888
45B38888,45B3,8888
BE97ACBF,BE97,ACBF
00C571D5,00C5,71D5
71D5F59C,71D5,F59C
ACBF10B6,ACBF,10B6
ACBF1390,ACBF,1390
ACBF19FB,ACBF,19FB
ACBF0519,ACBF,0519
DCCF1390,DCCF,1390
E8B6F444,E8B6,F444
D8C2424D,D8C2,424D
10EB424D,10EB,424D
701B8E9A,701B,8E9A
8E9AB74E,8E9A,B74E
6B765520,6B76,5520
321C7B5E,321C,7B5E
9D197B5E,9D19,7B5E
9C7A7B5E,9C7A,7B5E
3FB0A850,3FB0,A850
7B5E5A9E,7B5E,5A9E
5E02A850,5E02,A850
6B763EBB,6B76,3EBB
7B5E92B3,7B5E,92B3
9ADAA850,9ADA,A850
7B5EF1E9,7B5E,F1E9
AF8FA850,AF8F,A850
7B5E6DF4,7B5E,6DF4
7B5E24B4,7B5E,24B4
7B5E6802,7B5E,6802
92B35A9E,92B3,5A9E
FA275A9E,FA27,5A9E
DCE85A9E,DCE8,5A9E
9D195A9E,9D19,5A9E
436E5A9E,436E,5A9E
24B45A9E,24B4,5A9E
F1605A9E,F160,5A9E
E8373EBB,E837,3EBB
17743EBB,1774,3EBB
EF8992B3,EF89,92B3
716F92B3,716F,92B3
FA2792B3,FA27,92B3
DCE892B3,DCE8,92B3
9D1992B3,9D19,92B3
436E92B3,436E,92B3
24B492B3,24B4,92B3
BED3F1E9,BED3,F1E9
D164F1E9,D164,F1E9
4823F1E9,4823,F1E9
D0EBF1E9,D0EB,F1E9
EC42F1E9,EC42,F1E9
FC12F1E9,FC12,F1E9
24B4F1E9,24B4,F1E9
8FE96DF4,8FE9,6DF4
E9DA6DF4,E9DA,6DF4
DCE86DF4,DCE8,6DF4
9D196DF4,9D19,6DF4
436E6DF4,436E,6DF4
48206DF4,4820,6DF4
24B46DF4,24B4,6DF4
BA0C6DF4,BA0C,6DF4
ED9424B4,ED94,24B4
B53224B4,B532,24B4
DCE824B4,DCE8,24B4
9D1924B4,9D19,24B4
436E24B4,436E,24B4
4D8D24B4,4D8D,24B4
067CE2EE,067C,E2EE
6F4B3FD1,6F4B,3FD1
9A51E2EE,9A51,E2EE
0BECE2EE,0BEC,E2EE
2DB83FD1,2DB8,3FD1
E2EEB48D,E2EE,B48D
A3B804E4,A3B8,04E4
987904E4,9879,04E4
04E4001B,04E4,001B
04E4B5F3,04E4,B5F3
5B48B48D,5B48,B48D
B48D6C4D,B48D,6C4D
548A001B,548A,001B
857F001B,857F,001B
E260B5F3,E260,B5F3
CA9BB5F3,CA9B,B5F3
AB8CB5F3,AB8C,B5F3
9022D410,9022,D410
A4E9D410,A4E9,D410
D410594D,D410,594D
D4108446,D410,8446
D410B710,D410,B710
D410E0D0,D410,E0D0
D410F6DF,D410,F6DF
594D7D9B,594D,7D9B
9E548446,9E54,8446
B7108446,B710,8446
40078446,4007,8446
8446AFE1,8446,AFE1
A96FB710,A96F,B710
4007B710,4007,B710
45B3B710,45B3,B710
A4E9B710,A4E9,B710
B7109B91,B710,9B91
1F5BE0D0,1F5B,E0D0
E0D06518,E0D0,6518
E0D0F6DF,E0D0,F6DF
18EAF6DF,18EA,F6DF
F6DF5F31,F6DF,5F31
FAEF6E2E,FAEF,6E2E
153ABC2D,153A,BC2D
9977A25F,9977,A25F
F0EAE1ED,F0EA,E1ED
DF4CA25F,DF4C,A25F
F3ABA25F,F3AB,A25F
B059A25F,B059,A25F
6777A25F,6777,A25F
DD4EA25F,DD4E,A25F
129AA25F,129A,A25F
21CEA25F,21CE,A25F
A25F034A,A25F,034A
A25FEAF3,A25F,EAF3
9F27034A,9F27,034A
F3AB034A,F3AB,034A
DF4CEAF3,DF4C,EAF3
6A3AED86,6A3A,ED86
B256ED86,B256,ED86
96F6ED86,96F6,ED86
ED862A9D,ED86,2A9D
1AE82A9D,1AE8,2A9D
EE610F02,EE61,0F02
DCF30F02,DCF3,0F02
24EE289C,24EE,289C
8495289C,8495,289C
37FA2DB8,37FA,2DB8
08D0289C,08D0,289C
2DB82B8D,2DB8,2B8D
289C29A2,289C,29A2
2DB82A9C,2DB8,2A9C
2DB80804,2DB8,0804
08D029A2,08D0,29A2
07072B8D,0707,2B8D
1F3F2B8D,1F3F,2B8D
45BA2B8D,45BA,2B8D
37FA2A9C,37FA,2A9C
2A9CFC07,2A9C,FC07
2A9C7BA9,2A9C,7BA9
2A9C0FF0,2A9C,0FF0
2A9C8A98,2A9C,8A98
2A9C1374,2A9C,1374
2A9C1F3F,2A9C,1F3F
2A9C4862,2A9C,4862
CD5D0804,CD5D,0804
37FA0804,37FA,0804
6AB08FA3,6AB0,8FA3
4D948FA3,4D94,8FA3
8FA34140,8FA3,4140
6D10117F,6D10,117F
36AE117F,36AE,117F
117FCB14,117F,CB14
93E8CB14,93E8,CB14
509B694B,509B,694B
7F89694B,7F89,694B
D7D2694B,D7D2,694B
A3C5694B,A3C5,694B
11DC694B,11DC,694B
694B804C/03A9,694B,804C/03A9
7C50804C/03A9,7C50,804C/03A9
A1EEBB06,A1EE,BB06
78BFBB06,78BF,BB06
8A11F10F,8A11,F10F
5BA71AE9,5BA7,1AE9
22721AE9,2272,1AE9
8CEEF10F,8CEE,F10F
1AE914B3,1AE9,14B3
96A8E081,96A8,E081
37E9E081,37E9,E081
118E4D61,118E,4D61
139D4D61,139D,4D61
D9EE4D61,D9EE,4D61
6B594D61,6B59,4D61
DC934D61,DC93,4D61
3F0D7671,3F0D,7671
6EE17671,6EE1,7671
03A07671,03A0,7671
33C4D965,33C4,D965
61ACD965,61AC,D965
D9651B0B,D965,1B0B
D965D657/1DF6,D965,D657/1DF6
85A31B0B,85A3,1B0B
9F5E7D23,9F5E,7D23
4AD3909F,4AD3,909F
682D3F8E,682D,3F8E
123B909F,123B,909F
E8583F8E,E858,3F8E
4F9D909F,4F9D,909F
54B9909F,54B9,909F
909F588F,909F,588F
909F82D7,909F,82D7
588F7BB3,588F,7BB3
588FAEED,588F,AEED
588F3690,588F,3690
588FC4C8,588F,C4C8
588F4AF8,588F,4AF8
4F9D82D7,4F9D,82D7
82D7F6E2,82D7,F6E2
82D7FCAB,82D7,FCAB
A5359EE9,A535,9EE9
69D09EE9,69D0,9EE9
15099EE9,1509,9EE9
7C3B12D6,7C3B,12D6
12D6B68B,12D6,B68B
12D67DC5,12D6,7DC5
1CE4B68B,1CE4,B68B
B68BE05B,B68B,E05B
7C3B7DC5,7C3B,7DC5
7DC52FA8,7DC5,2FA8
7DC51AEC,7DC5,1AEC
58DE8BF6,58DE,8BF6
3E058BF6,3E05,8BF6
F716DD74,F716,DD74
0349DD74,0349,DD74
90C5168D,90C5,168D
168DF85E/9A50,168D,F85E/9A50
D99378BF,D993,78BF
7D6E78BF,7D6E,78BF
C20778BF,C207,78BF
A4E978BF,A4E9,78BF
8BE1D657/4901,8BE1,D657/4901
78BFD657/4901,78BF,D657/4901
B0221723,B022,1723
FBCF7600,FBCF,7600
FBCFB822,FBCF,B822
FBCF4BBA,FBCF,4BBA
FBCFD8E2,FBCF,D8E2
76001DA7,7600,1DA7
C7C4B822,C7C4,B822
B82218FD,B822,18FD
B8223742,B822,3742
4BBA8EF7,4BBA,8EF7
1709D8E2,1709,D8E2
647ED8E2,647E,D8E2
D8E22F74,D8E2,2F74
D8E2FAB3,D8E2,FAB3
D8E29BF3,D8E2,9BF3
B1A1716F,B1A1,716F
716FBF57,716F,BF57
BF577AC6,BF57,7AC6
BF575C44,BF57,5C44
BF57C3B6,BF57,C3B6
33062723,3306,2723
2723D1C7,2723,D1C7
D1C7B558,D1C7,B558
3765363A,3765,363A
B280363A,B280,363A
363A9514,363A,9514
153A9514,153A,9514
95140DE5,9514,0DE5
5B4DB74E,5B4D,B74E
D500B74E,D500,B74E
A8EEB74E,A8EE,B74E
A9043E0B,A904,3E0B
4B815B48,4B81,5B48
CEF13E0B,CEF1,3E0B
0BEC5B48,0BEC,5B48
5B48067C,5B48,067C
4B81067C,4B81,067C
0BEC067C,0BEC,067C
067CEDA3,067C,EDA3
04148B4B,0414,8B4B
6D1093E8,6D10,93E8
1FAA93E8,1FAA,93E8
93E8C96B,93E8,C96B
93E82BE6,93E8,2BE6
93E8A37D,93E8,A37D
93E82BA2,93E8,2BA2
93E8E4A7,93E8,E4A7
93E80FDC,93E8,0FDC
93E81BAE,93E8,1BAE
36AEA9E2,36AE,A9E2
340BFBC1,340B,FBC1
F6D6FBC1,F6D6,FBC1
6E1B9E94,6E1B,9E94
9E945D7D,9E94,5D7D
9E94A875,9E94,A875
AF755D7D,AF75,5D7D
B316A875,B316,A875
2D25A875,2D25,A875
878CA875,878C,A875
A875B95F,A875,B95F
991CE6DD,991C,E6DD
991CA238,991C,A238
991C6473,991C,6473
FF0FA92A,FF0F,A92A
991CBD80,991C,BD80
A92AA1A0,A92A,A1A0
991CA96B,991C,A96B
AE99A1A0,AE99,A1A0
A1A0B79D,A1A0,B79D
F697E6DD,F697,E6DD
E6DD1E13,E6DD,1E13
E6DD6CF0,E6DD,6CF0
5E2CA238,5E2C,A238
F697A238,F697,A238
60F86473,60F8,6473
9A2FBD80,9A2F,BD80
944FBD80,944F,BD80
AD6ABD80,AD6A,BD80
ECBAA96B,ECBA,A96B
F697A96B,F697,A96B
A96BA423,A96B,A423
205D5832,205D,5832
205D6DD0,205D,6DD0
33C05832,33C0,5832
0AFD5832,0AFD,5832
BBBE5832,BBBE,5832
5832CCC2,5832,CCC2
5832F81D,5832,F81D
5832DC99,5832,DC99
583203B2,5832,03B2
58328226,5832,8226
1F8FD613,1F8F,D613
774BD613,774B,D613
D6133F1E,D613,3F1E
E89A4F79,E89A,4F79
66F0273D,66F0,273D
273D8C0C,273D,8C0C
273DD0DC,273D,D0DC
D0DC8C0C,D0DC,8C0C
539CD0DC,539C,D0DC
9EFFE3CF,9EFF,E3CF
89DED0DC,89DE,D0DC
7BAFD0DC,7BAF,D0DC
B030D50E,B030,D50E
DFEDD50E,DFED,D50E
D50E2CB0,D50E,2CB0
D50E6F2C,D50E,6F2C
AC422CB0,AC42,2CB0
107B6F2C,107B,6F2C
E49AC704,E49A,C704
749DC704,749D,C704
C704CB40,C704,CB40
C704640E,C704,640E
B9E4CB40,B9E4,CB40
37E9CB40,37E9,CB40
B2F69F27,B2F6,9F27
21CE9F27,21CE,9F27
6F01CE70,6F01,CE70
3DBA219F,3DBA,219F
219F1B10,219F,1B10
3EE61B10,3EE6,1B10
5D0F1B10,5D0F,1B10
B6101B10,B610,1B10
80031B10,8003,1B10
55B83EF2,55B8,3EF2
8FDA3EF2,8FDA,3EF2
AF75E986,AF75,E986
AF758439,AF75,8439
C54DE986,C54D,E986
5F7BE986,5F7B,E986
79B4E986,79B4,E986
E986D489,E986,D489
E9868C84,E986,8C84
E9862408,E986,2408
67C18439,67C1,8439
7AAE8439,7AAE,8439
AFF48439,AFF4,8439
0FC38439,0FC3,8439
84396124,8439,6124
843940CA,8439,40CA
8439A5AB,8439,A5AB
843971D1,8439,71D1
84392D6A,8439,2D6A
8439A189,8439,A189
84399EB4,8439,9EB4
8439DF21,8439,DF21
2CD292FA,2CD2,92FA
92FAAA31,92FA,AA31
034C3F97,034C,3F97
6E1BD984,6E1B,D984
6E1B172C,6E1B,172C
37FAD984,37FA,D984
D9843D3E,D984,3D3E
37FA172C,37FA,172C
172CF59E,172C,F59E
2072129A,2072,129A
21CE129A,21CE,129A
942A7AC6,942A,7AC6
483C129A,483C,129A
9F0F129A,9F0F,129A
768C4B81,768C,4B81
BCE3129A,BCE3,129A
340B4B81,340B,4B81
0557129A,0557,129A
8803129A,8803,129A
4B819A51,4B81,9A51
129A036B,129A,036B
129A6777,129A,6777
BD7F036B,BD7F,036B
9977036B,9977,036B
FEE6036B,FEE6,036B
9DA6036B,9DA6,036B
7FA29A51,7FA2,9A51
2019036B,2019,036B
BCE3036B,BCE3,036B
036BF581,036B,F581
036B6777,036B,6777
7EE36777,7EE3,6777
BCE36777,BCE3,6777
89BCD811,89BC,D811
C551D811,C551,D811
CB9ED811,CB9E,D811
AE75D811,AE75,D811
95FDA3FA,95FD,A3FA
32135B4D,3213,5B4D
56545B4D,5654,5B4D
2CD25B4D,2CD2,5B4D
40FBF6E2,40FB,F6E2
4F9DF6E2,4F9D,F6E2
98A6DCAF,98A6,DCAF
AF8FDCAF,AF8F,DCAF
CEF17CB7,CEF1,7CB7
BF3B34CE,BF3B,34CE
048834CE,0488,34CE
2DF234CE,2DF2,34CE
34CED6E8,34CE,D6E8
34CEE370,34CE,E370
E370D6E8,E370,D6E8
153AD6E8,153A,D6E8
D6E8BD36,D6E8,BD36
D6E8C77A,D6E8,C77A
CF5EE370,CF5E,E370
153AE370,153A,E370
E370C77A,E370,C77A
270E4007,270E,4007
45B34007,45B3,4007
B543DC8B,B543,DC8B
55C90971,55C9,0971
4032CA17,4032,CA17
E0E6CA17,E0E6,CA17
CA1701E3,CA17,01E3
F09C01E3,F09C,01E3
6B4201E3,6B42,01E3
69E6318F,69E6,318F
318F2369,318F,2369
2D1C2369,2D1C,2369
F9055661,F905,5661
EA435661,EA43,5661
B3295661,B329,5661
56615D43,5661,5D43
5661F08D,5661,F08D
56613C83,5661,3C83
1C5A5D43,1C5A,5D43
E9E75D43,E9E7,5D43
F5C2F08D,F5C2,F08D
4D62F08D,4D62,F08D
B5193C83,B519,3C83
3C83E29D,3C83,E29D
3C83F35E,3C83,F35E
3C8392AC,3C83,92AC
3C83D827,3C83,D827
3C8347C3,3C83,47C3
15DA1A59,15DA,1A59
FBD12B59,FBD1,2B59
1A59A9D9,1A59,A9D9
0FD9A9D9,0FD9,A9D9
9344A9D9,9344,A9D9
A9D991AA,A9D9,91AA
ED47D023,ED47,D023
B9B86142,B9B8,6142
A0146142,A014,6142
A0716FEA,A071,6FEA
A1D66FEA,A1D6,6FEA
61C36FEA,61C3,6FEA
6FEA6D58,6FEA,6D58
15BA6D58,15BA,6D58
DA0D6D58,DA0D,6D58
0FB66D58,0FB6,6D58
422E7811,422E,7811
F9216124,F921,6124
618D6124,618D,6124
6124A95F,6124,A95F
0A92A95F,0A92,A95F
CB84A95F,CB84,A95F
51D6A95F,51D6,A95F
0AECCB9E,0AEC,CB9E
DDD40374,DDD4,0374
E75D3096,E75D,3096
00490374,0049,0374
7EFF0374,7EFF,0374
03749B41,0374,9B41
0C126CF0,0C12,6CF0
037429C2,0374,29C2
0374082F,0374,082F
0374B217,0374,B217
0374CA70,0374,CA70
03746CAE,0374,6CAE
0374034D,0374,034D
61BB9B41,61BB,9B41
ED289B41,ED28,9B41
9B412659,9B41,2659
C8C129C2,C8C1,29C2
A74729C2,A747,29C2
4BF329C2,4BF3,29C2
2B2429C2,2B24,29C2
CA7029C2,CA70,29C2
B17929C2,B179,29C2
896729C2,8967,29C2
231229C2,2312,29C2
644529C2,6445,29C2
771B29C2,771B,29C2
4288B217,4288,B217
BAF9B217,BAF9,B217
B217AC29,B217,AC29
7C34CA70,7C34,CA70
CA704BF3,CA70,4BF3
1DA46CAE,1DA4,6CAE
60116CAE,6011,6CAE
6CAE2368,6CAE,2368
BC02034D,BC02,034D
771B034D,771B,034D
F2E8034D,F2E8,034D
1EAD034D,1EAD,034D
034D7D54,034D,7D54
8B510531,8B51,0531
08BE0531,08BE,0531
CFA10531,CFA1,0531
053111F6,0531,11F6
053163B9,0531,63B9
8B5163B9,8B51,63B9
F1FECCC2,F1FE,CCC2
